562	870	595.5	546	299	535	325.7273	0.0244	0.263	0.8522	0.8522	0.0358	0.0426	0.0426	-1.4678	0.8522	331.1906	1.1077	0.0197	0.6625	0.2667	0	0	0.9835	-1.5708	322.5795	35.4122	180.5441	299.1
487	849.5	582.5	508.5	126	0	354.1204	0.0714	0.3872	0.6668	0.6668	0.0178	0.0178	0.0178	-1.2977	0.6668	318.2093	2.5255	0.0178	0.65	0.2667	0	0	1.1129	-1.3259	306	2.0802	85	229.8
615	492.5	486.5	775	1570	661	310.3522	0.0055	0.0744	0.7469	0.7469	0.0352	0.0436	0.0436	1.9977	0.7469	593.4159	0.378	0.0088	0.625	0.2667	0	1	0.523	1.8491	426.25	187.12	232	404.7179
545	674	488.5	986.5	448	1248	317.5665	0.0154	0.1357	0.6713	0.6713	0.0264	0.0409	0.0409	1.7497	0.6713	318.1357	0.7101	0.0149	0.65	0.2667	0	1	0.9982	1.8158	310.5	75.389	211.3684	284.5
598.5	527	448	1008.5	483	286	504.4725	0.0143	0.223	1.2458	1.2458	0.0503	0.0673	0.0673	1.8737	1.2458	513.3466	1.0628	0.0256	0.6875	0.3333	0	1	0.9827	1.5708	481	97.1851	363.5	464.6022
559.5	566	456	854.25	517	252	306.2684	0.0133	0.0797	0.6376	0.6376	0.028	0.0699	0.0699	1.9155	0.6376	310.2818	0.6002	0.0062	0.7125	0.3333	0	1	0.9871	1.9513	288	74.7491	261.4831	283.1089
459	870	495.5	507	306	0	364.8304	0.0217	0.2987	0.8312	0.8312	0.0282	0.0445	0.0445	-1.4706	0.8312	367.128	1.1998	0.0169	0.675	0.2667	0	0	0.9937	-1.5708	362.3575	45.4	210.5	316.5988
477.5	897	473.5	576.5	298	1028	320.525	0.0233	0.2808	0.6419	0.6419	0.0216	0.037	0.037	-1.5833	0.6419	322.1387	1.081	0.0113	0.65	0.2667	0	0	0.995	-2.0344	316.5	29.5	168.6868	272.5598
440.5	822	467.5	365.5	110	0	457.2978	0.0667	0.8667	1.7861	1.7861	0.0798	0.1047	0.1047	-1.5117	1.7861	458.4419	4.1677	0.0735	0.675	0.3333	0	0	0.9975	-1.5708	453.5	0.5	68.6239	286
589.5	438	535	601	87	2609	171.8699	0.0909	0.1306	1.539	1.539	0.0799	0.0843	0.0843	1.8935	1.539	168.0051	1.9311	0.0843	0.6	0.2667	0	1	1.023	2.0344	159	2.718	43.9676	142.7
614.5	806	619.5	601.5	75	733	204.5611	0.1111	0.5152	0.8113	0.8113	0.0529	0.0529	0.0529	-1.5464	0.8113	172.3616	2.2982	0.0529	0.5625	0.2667	0	0	1.1868	-1.3258	172.2018	0.8295	14.8992	105.1
712.5	328	570.5	697.5	635	2158	395.8462	0.0111	0.0935	1.6931	1.6931	0.081	0.0932	0.0932	1.9377	1.6931	394.5335	0.6213	0.0575	0.65	0.2667	0	1	1.0033	2.3562	362	65	125.5	148
509.5	524	368.5	845.5	88	0	351.0602	0.0667	1.1217	2.1214	2.1214	0.0926	0.1348	0.1348	1.9841	2.1214	352.4836	4.0055	0.0849	0.625	0.2667	0	1	0.996	2.1588	320.7914	4.5	106.8124	265.5
473.5	675	623.5	220	696	9304	479.0877	0.0111	0.1456	0.8918	0.8918	0.0378	0.0469	0.0469	-1.2523	0.8918	490.1726	0.7043	0.0105	0.7125	0.2667	0	0	0.9774	3.1416	450.3084	205	279.5	313.5
582.5	243.5	372	477	68	573	314.3764	0.1	1.5592	1.7723	1.7723	0.0592	0.0592	0.0592	2.3044	1.7723	311.315	4.5782	0.0592	0.6375	0.2667	0	1	1.0098	2.415	230.5405	4	59.5	165.5
370.5	781	382	633	44	448	148.4461	0.1429	0.3703	0.4697	0.4697	0.0056	0.0056	0.0056	-1.4932	0.4697	146.696	3.334	0.0056	0.6	0.2667	0	0	1.0119	-1.5708	146.1571	1.9601	35.2923	113.5
520.5	340	325	624.5	65	540	345.1963	0.125	0.5934	4.1658	4.1658	0.2069	0.2069	0.2069	2.1729	4.1658	261.347	4.0207	0.2069	0.675	0.3333	0	1	1.3208	2.3562	210.5	6.519	71.5	158.3682
382.5	872	454	531.5	67	403	347.926	0.1111	0.1498	2.5193	2.5193	0.1067	0.1598	0.1598	-1.3638	2.5193	251.2571	3.7501	0.1598	0.6375	0.2667	0	0	1.3847	-1.3808	248	1.3446	24.2356	123.5529
488.5	730	432	906.0742	518	4504	184.9172	0.0135	0.0738	0.4837	0.4837	0.0201	0.0267	0.0267	1.8813	0.4837	185.6711	0.3584	0.0111	0.6875	0.2667	0	1	0.9959	2.0344	176	59.2869	150	169.4972
568	607.5	426.5	963.25	554	550	382.8581	0.0127	0.1134	0.8207	0.8207	0.0361	0.0453	0.0453	1.9494	0.8207	395.8106	0.7145	0.0191	0.725	0.2667	0	1	0.9673	2.2938	355.5	124.8512	299	349.1657
593.5	712.5	565	774	682	563	67.7827	0.0143	0.0652	0.6516	0.6516	0.029	0.0366	0.0366	2.0047	0.6516	248.3905	0.3642	0.0057	0.5875	0.2667	0	1	0.2729	2.2143	153.7362	80.5664	137	150
493.5	849	523	585	439	0	265.6431	0.0161	0.1519	0.6049	0.6049	0.0297	0.0377	0.0377	-1.4595	0.6049	267.4331	0.6092	0.009	0.6875	0.2667	0	0	0.9933	-1.5708	263	89.2	234.5	256.8
486.5	831.5	503.5	624	142	645	208.1952	0.0476	0.2974	0.7167	0.7167	0.0273	0.035	0.035	-1.4891	0.7167	184.4392	1.2989	0.0185	0.6375	0.2667	0	0	1.1288	-1.5708	183.5	8.5	58.7627	135.8
681	565.5	305.5	563	149	0	375.5083	0.0526	0.4668	0.9955	0.9955	0.0556	0.0573	0.0573	-3.1349	0.9955	347.9215	2.335	0.0339	0.65	0.3333	0	2	1.0793	-2.5702	38	1.5994	17.75	30.4
99	109	90.5	105.5	62	0	9.1924	0.1	0.028	0.0612	0.0612	0.0025	0.003	0.003	-2.751	0.0612	8.2234	0.1326	0.003	0.7375	0.3333	0	2	1.1178	-1.5708	3.2453	0	0.5	2
447.5	779.5	454.5	578.4171	217	0	201.2047	0.0323	0.1601	0.5893	0.5893	0.0276	0.0392	0.0392	-1.536	0.5893	201.531	0.9287	0.0142	0.7125	0.3333	0	0	0.9984	-1.5708	201	20.2	136.0895	194.6336
520.5	908	474	822	1844	0	97.7663	0.0053	0.0925	1.284	1.284	0.059	0.0838	0.0838	-2.0665	1.284	1016.1729	0.5511	0.0125	0.6875	0.3333	0	0	0.0962	-1.7127	342.0568	104.8186	242.7068	311.7
517.5	863.5	539	624	117	626	240.4631	0.0588	0.4723	0.975	0.975	0.0383	0.0396	0.0396	-1.4813	0.975	205.8979	1.7598	0.0323	0.65	0.2667	0	0	1.1679	-1.5708	205	4.1514	52.2652	141.0276
519	894.5	532	756.5	298	1199	138.611	0.0278	0.0932	0.6091	0.6091	0.0286	0.0322	0.0322	-1.4769	0.6091	139.2334	0.4672	0.0176	0.65	0.2667	0	0	0.9955	-0.7854	137.5	14.7	94	131.3
380.5	897.5	510	143.25	417	0	765.2864	0.0172	0.3019	1.209	1.209	0.0521	0.0677	0.0677	-1.4008	1.209	771.205	1.8494	0.016	0.65	0.2667	0	0	0.9923	-1.5708	754	104.8	537.5	739.5
410.5	874.5	473	564.25	316	801	316.4827	0.0222	0.1804	0.9742	0.9742	0.0429	0.0564	0.0564	-1.372	0.9742	317.1239	1.0036	0.024	0.625	0.2667	0	0	0.998	-1.8158	310	28.0391	203.872	303.1798
501.5	440.5	301.5	1048.5	966	2036	640.05	0.0132	0.1481	1.7043	1.7043	0.0842	0.13	0.13	1.8886	1.7043	652.357	0.6753	0.0216	0.6125	0.2667	0	1	0.9811	2.2597	600.8215	228.7	576.5	579.5
380	820.5	521	426.5	195	0	418.4698	0.0385	0.3077	2.5078	2.5078	0.1144	0.1752	0.1752	-1.2271	2.5078	393.7816	2.0194	0.0824	0.5625	0.2667	0	0	1.0627	-1.212	369	4.6	87	220.2909
451	515.5	360	933.5	459	1457	427.7908	0.0159	0.2116	0.7827	0.7827	0.0273	0.0446	0.0446	1.7852	0.7827	428.1568	0.9328	0.0136	0.5625	0.2667	0	1	0.9991	2.2319	416.6599	33.4536	254.2756	350.9
467	496.5	317.5	865.5	434	842	398.1347	0.0161	0.1618	0.674	0.674	0.0258	0.0468	0.0468	1.9557	0.674	400.2861	0.9223	0.0101	0.575	0.2667	0	1	0.9946	1.5708	368.5	39.3829	207.5	348.1
564.5	376	436	920	460	650	558.9707	0.0143	0.2815	0.8504	0.8504	0.0416	0.0526	0.0526	1.8028	0.8504	561.699	1.2211	0.013	0.5875	0.2667	0	1	0.9951	1.5708	543.2955	73.3189	354.5	518
429	876	426.5	878	91	0	3.2016	0.1429	0.0076	0.0076	0.0076	0	0	0	2.4669	0.0076	3.7299	0.041	0	0.675	0.3333	0	2	0.8583	3.1416	1.5768	0	0.25	1.3
248.5	473	220.5	235.75	431	9353	238.8966	0.0179	0.2353	0.3067	0.3067	0.0119	0.0143	0.0143	-1.6883	0.3067	247.0714	0.5733	0.0017	0.775	0.3333	0	0	0.9669	2.5536	237	19.1	179	232.9153
460.5	439	457.5	436	73	519	4.2426	0.125	0.0258	0.0307	0.0307	0.0003	0.0003	0.0003	-2.3562	0.0307	4.8527	0.0665	0.0003	0.7	0.3333	0	0	0.8743	3.1416	2.7243	0	0.5852	2.2
510	680	469.5	861.5	292	0	185.9637	0.027	0.1686	0.5724	0.5724	0.0238	0.0283	0.0283	1.7903	0.5724	189.3983	0.6486	0.0092	0.6875	0.3333	0	1	0.9819	1.5708	181.3529	44.4096	164.7604	178.8
606	699.5	321	733	744	0	286.9621	0.01	0.1185	0.2657	0.2657	0.0097	0.0152	0.0152	3.0246	0.2657	290.4609	0.3904	0.003	0.6125	0.2	0	2	0.988	3.1416	33	18	22.8889	25.5
667.5	809	219	807.5	1262	1742	448.5025	0.006	0.0692	0.5242	0.5242	0.0206	0.0365	0.0365	-3.1382	0.5242	455.4238	0.3609	0.0106	0.6	0.2667	0	2	0.9848	-2.6012	36	0.5	2	18.2
228.5	885.5	578	855	225	957	350.8283	0.0294	0.4537	1.0381	1.0381	0.0371	0.0623	0.0623	-0.087	1.0381	347.5592	1.5447	0.0161	0.625	0.2667	0	3	1.0094	-0.1651	43.5	4.4192	31.8916	40.8916
493.5	945.5	540	616.5	181	560	332.2698	0.0357	0.2637	1.4561	1.4561	0.073	0.0903	0.0903	-1.4304	1.4561	306.0561	1.6909	0.0468	0.6	0.2667	0	0	1.0857	-1.9757	300.3477	7.9941	68.1219	192.1793
507	608.5	474	986.5	290	587	379.4377	0.0244	0.5168	0.9971	0.9971	0.0328	0.053	0.053	1.6579	0.9971	386.1834	1.3317	0.0121	0.625	0.3333	0	1	0.9825	-2.6779	370.5	5.9	128.6155	281.1236
608.5	700	285.25	869.5	961	446	364.9943	0.0075	0.1126	0.9403	0.9403	0.0385	0.0646	0.0646	2.6586	0.9403	464.4805	0.4833	0.0228	0.5875	0.2667	0	2	0.7858	2.678	193	99	169.7496	180.5893
594.5	832	547	753	1120	1255	92.1805	0.0067	0.3234	0.9134	0.9134	0.0311	0.0566	0.0566	-2.1121	0.9134	754.8313	0.674	0.0138	0.6375	0.2667	0	0	0.1221	3.1416	79	2	7.5	38
507.5	962.5	512.5	559	449	381	403.531	0.0147	0.3423	0.6863	0.6863	0.023	0.0383	0.0383	-1.5584	0.6863	405.4847	0.9031	0.0046	0.6375	0.2667	0	0	0.9952	-1.5708	401.5	57.5572	226	349.3167
590	824	333.75	765.5	382	652	262.8428	0.0182	0.1875	0.61	0.61	0.0256	0.0355	0.0355	-2.9171	0.61	264.0434	0.6912	0.0069	0.6375	0.2667	0	2	0.9955	-0.7854	58.5	6.5	43.7883	57
505.5	898.5	340	888.5	367	1487	165.8018	0.0208	0.1921	0.3222	0.3222	0.009	0.0183	0.0183	-3.0812	0.3222	167.2273	0.4557	0.0044	0.625	0.2667	0	2	0.9915	3.1416	10	1.4707	3.1009	7.6797
499	940.5	550.5	366.5	475	2569	576.3057	0.0137	0.2611	0.8292	0.8292	0.0322	0.0502	0.0502	-1.4813	0.8292	562.6205	1.1845	0.0029	0.625	0.2667	0	0	1.0243	-1.5708	557.5	32.1207	251.25	462.6063
223.5	915	582.1968	881.5	816	4597	360.2577	0.0093	0.0633	1.0903	1.0903	0.0435	0.0778	0.0778	-0.0931	1.0903	370.3014	0.4538	0.0238	0.575	0.2667	0	3	0.9729	-2.6779	50.5	23.3	33.5	41.5892
519	984.5	632	933	955	1186	124.1823	0.0094	0.0315	0.2625	0.2625	0.0095	0.0147	0.0147	-0.4276	0.2625	129.544	0.1356	0.0046	0.575	0.2667	0	3	0.9586	-1.5708	51	15.0734	46.5	47.4157
556.5	995	561.5	625.75	609	630	369.2839	0.0116	0.1784	0.5846	0.5846	0.022	0.0344	0.0344	-1.5573	0.5846	370.665	0.6086	0.007	0.6125	0.2667	0	0	0.9963	-1.8158	369	25.0743	176.1131	340.3
549	867	246	850.5	322	0	303.4489	0.0238	0.1577	0.4164	0.4164	0.0113	0.0159	0.0159	-3.0872	0.4164	301.6691	0.9369	0.0053	0.6875	0.2667	0	2	1.0059	-2.9442	17	0.3016	7	12
533	897	247	891.5	324	530	286.0529	0.0227	0.4103	0.5176	0.5176	0.0174	0.0193	0.0193	-3.1224	0.5176	289.9793	0.895	0.0083	0.7125	0.3333	0	2	0.9865	2.6779	15	3.7638	8.5	11.1
541.5	948	531	684.5	240	1510	263.7091	0.0278	0.2959	0.5069	0.5069	0.0151	0.0261	0.0261	-1.6106	0.5069	265.9883	1.1083	0.0069	0.625	0.2667	0	0	0.9914	-1.5708	263.3214	17.2	108	212.1
528.5	919.5	547.5	663.5	268	728	256.7041	0.0256	0.1754	0.4917	0.4917	0.0176	0.0183	0.0183	-1.4967	0.4917	255.6511	0.9539	0.0091	0.65	0.2667	0	0	1.0041	-1.5708	251.5	22.3702	123.1423	204.7
510	999.5	531.5	747	273	1623	253.4137	0.0263	0.1986	0.2455	0.2455	0.0065	0.0187	0.0187	-1.4859	0.2455	248.9326	0.9118	0.0006	0.6	0.2667	0	0	1.018	-1.5708	247	11.9578	92	183.4
452	1020.5	489.5	703.5	214	1927	319.2104	0.0323	0.3815	0.7275	0.7275	0.0277	0.0468	0.0468	-1.453	0.7275	316.9202	1.4809	0.0112	0.675	0.2667	0	0	1.0072	-1.7783	310	23.858	136	258
501.5	1003	508	673.5	196	501	329.5641	0.0345	0.4831	0.713	0.713	0.0217	0.0309	0.0309	-1.5511	0.713	319.2787	1.629	0.0111	0.6625	0.2667	0	0	1.0322	-1.5708	314.9976	9.3921	113.9263	236.2
512	988.5	446	751.5	287	620	246.0183	0.0263	0.2187	0.6855	0.6855	0.0217	0.0399	0.0399	-1.8424	0.6855	254.2611	0.8859	0.0139	0.675	0.2667	0	0	0.9676	-2.2455	232.5	15.028	77	196.2
524.5	920.5	325	856.5	442	497	209.5143	0.0169	0.1589	0.468	0.468	0.0137	0.0227	0.0227	-2.8312	0.468	213.9849	0.4841	0.0098	0.7	0.2667	0	2	0.9791	-2.678	63	9.054	24	56.023
545	718.5	528	895.75	347	7500	178.0634	0.0263	0.1402	0.354	0.354	0.0113	0.0206	0.0206	1.6664	0.354	179.4863	0.5173	0.0017	0.675	0.2667	0	1	0.9921	1.7359	177	11.1003	92.5	170.0024
544.5	729.5	512.5	954	486	1972	226.7692	0.0164	0.1147	0.4242	0.4242	0.0121	0.0259	0.0259	1.7124	0.4242	230.1268	0.4735	0.0088	0.625	0.2667	0	1	0.9854	1.5708	224.5	39.3	171	219.8
514	750	533.5	930.25	399	465	181.3017	0.0196	0.0952	0.2434	0.2434	0.0073	0.0098	0.0098	1.463	0.2434	187.3201	0.4695	0.0036	0.6375	0.2667	0	1	0.9679	1.989	180	25.1611	115.75	170.5
526.5	984	511	831.5	282	0	153.2857	0.027	0.105	0.1896	0.1896	0.0069	0.0082	0.0082	-1.6721	0.1896	151.5942	0.5376	0.0028	0.6125	0.2667	0	0	1.0112	-1.5708	150.5	15	79.75	131.2
543	859	226.5	838.5	379	5680	317.1632	0.0192	0.259	0.4665	0.4665	0.014	0.0217	0.0217	-3.0769	0.4665	322.8279	0.8518	0.0077	0.7	0.3333	0	2	0.9825	3.1416	40.5	9.9948	28	36.8
584	893	337.5	857.5	430	516	249.0432	0.0185	0.118	0.2671	0.2671	0.0075	0.0113	0.0113	-2.9986	0.2671	256.2692	0.596	0.0044	0.7125	0.3333	0	2	0.9718	2.8966	35	1	10.5	30.2
555.5	988	532	750	526	654	239.1574	0.0154	0.148	0.3377	0.3377	0.0118	0.0238	0.0238	-1.6692	0.3377	240.4422	0.4571	0.0043	0.6375	0.2667	0	0	0.9947	-2.0344	237	29	129.25	214.5
565	948	564	810	614	1994	138.0036	0.0137	0.1151	0.1151	0.1151	0.0038	0.0038	0.0038	-1.578	0.1151	138.2364	0.2251	0.0017	0.6	0.2667	0	0	0.9983	-1.5708	137.7505	24.6	72	124.3
560	874	402.5	891	3118	3624	158.4148	0.0049	0.0963	0.3356	0.3356	0.0224	0.024	0.024	3.0341	0.3356	360.4674	0.1156	0.0031	0.7	0.2667	0	2	0.4395	2.9442	36	17	19.3152	29.5
411	1047.5	449.5	700	2390	0	349.6262	0.0043	0.1859	0.5291	0.5291	0.0202	0.0239	0.0239	-1.4605	0.5291	612.8034	0.2564	0.0057	0.5625	0.2667	0	0	0.5705	0	347	66	119.2247	208.2
516	977	294	936	555	588	225.7543	0.0143	0.1868	0.2803	0.2803	0.0093	0.0097	0.0097	-2.959	0.2803	229.383	0.4133	0.0032	0.7625	0.3333	0	2	0.9842	-2.4669	42.5	7.5	32.5	40.5
283.5	1022.5	452.25	999	462	638	170.3784	0.0196	0.2152	0.2935	0.2935	0.0093	0.0093	0.0093	-0.1384	0.2935	170.7755	0.3696	0.0045	0.6	0.2667	0	3	0.9977	0	23.5	0.5301	14.707	23.5
497.5	721.5	486.5	1040	452	856	318.6899	0.0179	0.4769	0.6175	0.6175	0.0208	0.0234	0.0234	1.6053	0.6175	319.016	0.7058	0.0062	0.5875	0.2667	0	1	0.999	1.5708	318	76.4	259.324	306.1
391	897	487.5	983.75	2289	1133	129.7606	0.0092	0.062	0.187	0.187	0.004	0.0107	0.0107	0.7322	0.187	154.3534	0.0674	0.0007	0.625	0.2667	0	3	0.8407	0	93.63	46.6	87.8151	91.5
494	990	543.5	641	362	2382	352.4929	0.0213	0.2662	0.5017	0.5017	0.0138	0.0233	0.0233	-1.4299	0.5017	346.9941	0.9585	0.0073	0.6375	0.2667	0	0	1.0158	-1.5708	341.5	25.1	131.25	282.6967
479	1006.5	482.5	781	206	489	225.5272	0.0357	0.3145	0.3913	0.3913	0.0124	0.0127	0.0127	-1.5553	0.3913	220.8595	1.0721	0.0054	0.6375	0.2667	0	0	1.0211	-1.5708	219.5	12.3815	85.3574	165.6024
488.5	977	348.5	918	247	579	151.9243	0.0303	0.1342	0.1762	0.1762	0.0066	0.0066	0.0066	-2.7428	0.1762	148.7853	0.6024	0.0023	0.6375	0.2667	0	2	1.0211	-2.6779	56	3.8989	20.25	40.0877
468.5	1009	440	802.5	282	497	208.4574	0.0286	0.2055	0.2744	0.2744	0.0092	0.0093	0.0093	-1.7079	0.2744	203.7085	0.7224	0.0047	0.6375	0.2667	0	0	1.0233	-2.0345	201.5	18.5	93.9495	156
523.5	1013	515.5	802.5	267	4579	210.652	0.0294	0.2032	0.5211	0.5211	0.0149	0.0183	0.0183	-1.6088	0.5211	207.7125	0.7779	0.0114	0.65	0.2667	0	0	1.0142	-1.7359	206	18.7384	104	167.7
533.5	958.5	557.5	705.5	333	935	254.1358	0.0217	0.2236	0.3603	0.3603	0.0094	0.0108	0.0108	-1.4762	0.3603	251.8473	0.7563	0.0033	0.6625	0.2667	0	0	1.0091	-1.5708	249.5	36.4428	145	217.6
549	968	533	786	312	782	182.7019	0.0244	0.1283	0.1708	0.1708	0.0068	0.0074	0.0074	-1.6585	0.1708	180.5852	0.5788	0.0012	0.6375	0.2667	0	0	1.0117	-1.5708	179.5	26.0416	102.3727	150.0485
557.5	985.5	552.5	746	339	3195	239.5522	0.0222	0.1632	0.336	0.336	0.0119	0.0203	0.0203	-1.5917	0.336	238.4957	0.7035	0.0005	0.6375	0.2667	0	0	1.0044	-1.5708	237.5	16.5	115.5	205
602	1039.5	590.5	722.5	506	3098	317.2085	0.0152	0.1622	0.4866	0.4866	0.0168	0.0281	0.0281	-1.6071	0.4866	320.34	0.6331	0.0094	0.675	0.2667	0	0	0.9902	-2.2318	314	48.7	166.5	266.5262
522.5	1018	534.5	743.5	316	628	274.7622	0.025	0.1944	0.3728	0.3728	0.0133	0.0166	0.0166	-1.5271	0.3728	274.0756	0.8673	0.006	0.65	0.2667	0	0	1.0025	-1.6615	269	15.5	98	204
532.5	973	537	738.5	384	805	234.5432	0.0196	0.1227	0.3618	0.3618	0.0114	0.0169	0.0169	-1.5516	0.3618	232.1346	0.6045	0.0065	0.65	0.2667	0	0	1.0104	-1.5708	231	34.1559	116.2963	190.9
507	1048	499	835	562	7254	213.1502	0.0137	0.0873	0.1135	0.1135	0.003	0.0068	0.0068	-1.6083	0.1135	213.8092	0.3804	0.0006	0.6125	0.2667	0	0	0.9969	-2.3562	210.5	17.3738	107.422	170.9
488.5	1041	471	853.5	414	488	188.3149	0.0192	0.1113	0.1558	0.1558	0.0039	0.0058	0.0058	-1.6639	0.1558	188.2136	0.4546	0.001	0.6375	0.2667	0	0	1.0005	-0.8961	185.5	17.6322	87.5	153.5
503.5	1014.5	541.5	721	331	5960	295.9497	0.0217	0.2253	0.4693	0.4693	0.0145	0.0463	0.0463	-1.442	0.4693	296.0318	0.8944	0.006	0.625	0.2667	0	0	0.9997	-1.7127	290	21.1008	120.6151	241.0432
527	1008	529	818.5	191	2104	189.5106	0.0385	0.2477	0.4517	0.4517	0.0154	0.0198	0.0198	-1.5602	0.4517	186.6835	0.9774	0.0086	0.6125	0.2667	0	0	1.0151	-1.5708	186.4983	9.3499	70	143.3
426	1069.5	444.5	925.5	238	4172	145.1835	0.0313	0.1743	0.2654	0.2654	0.0107	0.0184	0.0184	-1.443	0.2654	139.4396	0.5859	0.0021	0.625	0.2667	0	0	1.0412	-1.5708	138	4.6717	51	104
489.5	1010	481.5	891	291	4275	119.2686	0.025	0.0927	0.2039	0.2039	0.0055	0.0119	0.0119	-1.6379	0.2039	120.8058	0.4151	0.0034	0.6	0.2667	0	0	0.9873	-1.3734	116	5	47	95.5
501	993.5	483.5	844.5	265	810	150.0242	0.0278	0.1878	0.3042	0.3042	0.0083	0.0168	0.0168	-1.6877	0.3042	147.4091	0.5563	0.0038	0.6125	0.2667	0	0	1.0177	-2.3562	146	11.678	71.5	121.4
514	920.5	506	800	223	1538	120.7653	0.0323	0.1595	0.1951	0.1951	0.004	0.01	0.01	-1.6371	0.1951	118.9579	0.5334	0.0016	0.625	0.2667	0	0	1.0152	-1.5708	118.0485	8.9993	50.3327	91.5058
515	989	514.5	847.5	348	7001	141.5009	0.0233	0.0939	0.35	0.35	0.0115	0.0148	0.0148	-1.5743	0.35	142.5397	0.4096	0.0074	0.5875	0.2667	0	0	0.9927	-2.3562	140	17.3423	71.5017	122.9
518	746	509	887.5	140	9511	141.7859	0.0556	0.1201	0.5015	0.5015	0.0188	0.031	0.031	1.6343	0.5015	124.6221	0.8902	0.0177	0.6125	0.2667	0	1	1.1377	1.8158	121	2.8586	26	71.7
530	729.5	500.5	887.5	67	761	160.7304	0.0833	1.0314	1.2298	1.2298	0.0339	0.0339	0.0339	1.7554	1.2298	155.4315	2.3199	0.0339	0.6125	0.2667	0	1	1.0341	1.7682	152.1365	6.7	60	114.2063
527.5	727	519	870	58	635	143.2524	0.1	0.7106	1.3169	1.3169	0.0527	0.0731	0.0731	1.6302	1.3169	135.6056	2.338	0.0731	0.6125	0.2667	0	1	1.0564	1.6952	135	4	42.5	104
522	723	505.7665	952.1995	113	1163	229.7736	0.0588	0.2481	0.3313	0.3313	0.0151	0.0151	0.0151	1.6415	0.3313	232.2596	2.0554	0.0103	0.6	0.2667	0	1	0.9893	1.8926	228	4.9	82.1601	187.5362
542	688.5	512.5	887.5	101	638	201.1747	0.0714	0.4694	1.2622	1.2622	0.0425	0.049	0.049	1.718	1.2622	197.9999	1.9604	0.0436	0.6	0.2667	0	1	1.016	1.7682	194.5	4.0694	57.5	157.9386
549	704.5	536	856	57	579	152.0567	0.1	1.1503	1.3375	1.3375	0.0312	0.0312	0.0312	1.6564	1.3375	149.2763	2.6189	0.0312	0.5875	0.2667	0	1	1.0186	1.7895	148.5	4.5	62.0386	136
553.5	673.5	536	994.5	118	627	321.4767	0.0667	0.4973	1.06	1.06	0.0496	0.0496	0.0496	1.6253	1.06	215.1262	1.8231	0.0496	0.5875	0.2667	0	1	1.4944	1.8925	211.5	10.5	83.3864	199
332.5	631	530.5	656	287	1171	199.572	0.027	0.2614	0.5362	0.5362	0.0196	0.0342	0.0342	0.1256	0.5362	200.3165	0.698	0.0074	0.4875	0.2	0	3	0.9963	0	26	0	17.8662	25.3
470	494	454.5	892.5	615	486	398.8013	0.0154	0.2711	0.7136	0.7136	0.0237	0.0332	0.0332	1.6097	0.7136	419.464	0.6821	0.0075	0.625	0.2667	0	1	0.9507	2.3563	402.25	57	303.4606	398
