515.0000 940.0000 561.5000 679.0000 177.0000 0.0000 265.1099 0.0400 0.3700 0.4172 0.4172 0.0105 0.0108 0.0108 -1.3945 0.4172 260.2346 1.4703 0.0046 0.6375 0.2667 0.0000 0.0000 1.0187 -1.5708 254.5000 6.5000 62.7500 173.5000 26.0044 -0.2266 273.6172 -35.3377 22.8495 204.0499 23.1767 193.3956 28.7513 0.0000 83.9979 0.0191 0.5103 0.4130 0.4130 0.0181 0.0207 0.0207 1.4942 0.4130 96.1842 1.8736 0.0203 0.0094 0.0327 0.0000 0.4899 0.0629 1.5092 97.0001 5.3671 33.7724 99.9360 0.7712 0.9292 3.4542 0.7336 310.8333 
576.5000 1005.5000 575.5000 758.0000 338.0000 7372.0000 247.5020 0.0222 0.2318 0.8164 0.8164 0.0257 0.0508 0.0508 -1.5748 0.8164 246.1804 0.7283 0.0173 0.6500 0.2667 0.0000 0.0000 1.0054 -2.8199 242.5000 18.9379 109.0002 191.5000 24.6790 0.8241 277.1733 -34.0247 47.5388 242.4509 57.9427 196.4633 40.3515 0.0000 99.7509 0.0234 0.5444 0.6680 0.6680 0.0228 0.0279 0.0279 1.4680 0.6680 105.6234 2.0902 0.0252 0.0094 0.0327 0.0000 0.4899 0.0486 1.5092 107.2881 4.9067 38.5029 106.8975 0.8603 1.3536 25.6158 0.8188 56.0000 
556.0000 879.5000 572.5000 633.2758 435.0000 0.0000 246.7764 0.0161 0.1603 0.3149 0.3149 0.0106 0.0154 0.0154 -1.5039 0.3149 248.7908 0.5719 0.0025 0.6125 0.2667 0.0000 0.0000 0.9919 -1.5708 246.0000 49.4000 159.0000 234.1055 43.1950 -5.5629 275.7303 -52.4001 70.0424 231.0090 64.2090 202.8125 97.7888 2948.8000 113.3029 0.0295 0.5844 0.7196 0.7196 0.0231 0.0261 0.0261 1.2011 0.7196 116.7548 2.3897 0.0261 0.0094 0.0327 0.0000 0.4000 0.0494 1.4317 118.2161 5.8784 38.6450 110.2247 0.7712 1.7640 31.8588 0.7343 139.9081 
509.0000 825.0000 551.0000 465.0000 367.0000 0.0000 362.4417 0.0200 0.2231 0.7393 0.7393 0.0247 0.0404 0.0404 -1.4547 0.7393 368.4956 1.0041 0.0134 0.6625 0.2667 0.0000 0.0000 0.9836 -1.8261 357.0000 59.0000 248.1715 324.5000 19.1402 -7.2552 276.5635 -28.5225 64.5332 235.0731 61.4394 192.0696 144.2900 2948.8000 121.7067 0.0350 0.6161 0.8392 0.8392 0.0252 0.0260 0.0260 1.2063 0.8392 122.0444 2.6370 0.0287 0.0170 0.0327 0.0000 0.4000 0.0093 1.4385 122.9463 15.2111 40.0672 106.2363 7.3696 2.4105 31.2004 7.2977 121.7586 
491.0000 798.0000 496.0000 559.5000 267.0000 434.0000 238.5524 0.0278 0.2914 0.6469 0.6469 0.0220 0.0242 0.0242 -1.5498 0.6469 236.8895 0.8872 0.0090 0.6750 0.2667 0.0000 0.0000 1.0070 -1.5708 235.0000 32.4739 131.5000 210.4742 17.0593 -5.9164 277.3187 -26.5032 57.2830 77.5341 54.5414 189.0446 130.8168 2948.8000 121.3717 0.0313 0.6339 0.6417 0.6417 0.0075 0.0150 0.0150 0.0629 0.6417 122.2011 2.4640 0.0090 0.0187 0.0267 0.0000 0.0000 0.0120 0.4727 122.6104 20.1154 62.3416 107.0262 8.2613 3.1099 23.8700 8.1909 68.3333 
554.5000 538.0000 472.5000 811.5000 1450.0000 918.0000 285.5280 0.0070 0.0454 0.4115 0.4115 0.0183 0.0272 0.0272 1.8621 0.4115 290.9140 0.2006 0.0031 0.6875 0.3333 0.0000 1.0000 0.9815 1.8493 272.1882 108.4212 167.5000 193.2000 17.0569 -3.2826 279.3869 -26.4651 31.6986 75.6818 28.9734 100.3803 88.2777 2910.2582 46.0049 0.0083 0.0708 0.1909 0.1909 0.0067 0.0151 0.0151 0.0651 0.1909 48.7603 0.3060 0.0054 0.0215 0.0000 0.0000 0.0000 0.0123 0.4843 45.4346 19.2088 61.7109 52.8246 9.2131 3.2720 1.3529 9.1361 188.9988 
496.5000 904.5000 511.0000 583.0000 138.0000 0.0000 321.8268 0.0526 0.8936 1.4622 1.4622 0.0583 0.0905 0.0905 -1.5257 1.4622 318.1892 2.3057 0.0308 0.6375 0.2667 0.0000 0.0000 1.0114 -1.1072 314.0000 7.0000 108.0000 209.7000 28.0043 -3.1214 276.4256 -37.3470 32.0209 153.2320 41.7576 126.7580 442.5962 2833.9311 46.1114 0.0069 0.0836 0.1919 0.1919 0.0055 0.0125 0.0125 1.3538 0.1919 48.8091 0.2799 0.0057 0.0257 0.0267 0.0000 0.4000 0.0107 1.5867 45.0102 30.6592 47.3258 49.3194 9.8859 2.8360 1.2130 9.8049 219.8511 
457.0000 768.5000 499.5000 519.0000 408.0000 0.0000 253.0939 0.0175 0.1317 0.4482 0.4482 0.0172 0.0255 0.0255 -1.4021 0.4482 251.6263 0.6167 0.0092 0.6625 0.2667 0.0000 0.0000 1.0058 -1.5708 247.5000 31.8000 152.7500 222.6000 31.0198 -4.7160 259.6668 -40.3126 28.2514 131.0790 36.4107 114.4091 470.0675 364.8285 46.4556 0.0155 0.2967 0.4039 0.4039 0.0164 0.0267 0.0267 1.3486 0.4039 47.8345 0.7127 0.0103 0.0269 0.0267 0.0000 0.4000 0.0121 1.3670 45.1885 33.5935 47.5553 46.9000 10.0051 1.5948 1.2566 9.9241 122.5719 
456.0000 781.0000 494.0000 556.3613 1721.0000 443.0000 227.8301 0.0068 0.0846 0.6737 0.6737 0.0280 0.0371 0.0371 -1.4032 0.6737 528.4814 0.3071 0.0038 0.6625 0.2667 0.0000 0.0000 0.4311 -1.5708 224.5000 58.0814 155.5000 201.4887 31.0947 -5.3524 258.7155 -40.3950 31.5617 123.0238 25.7468 118.8938 471.2974 364.8285 45.3067 0.0153 0.3000 0.3803 0.3803 0.0153 0.0251 0.0251 1.3391 0.3803 47.3252 0.7076 0.0094 0.0166 0.0267 0.0000 0.4000 0.0127 1.3670 44.9339 34.5134 47.7215 47.1395 5.8888 1.5738 7.1812 5.8393 46.3423 
569.0000 881.5000 597.0000 551.0000 299.0000 0.0000 331.6840 0.0250 0.1538 0.8345 0.8345 0.0386 0.0433 0.0433 -1.4863 0.8345 336.0843 1.1240 0.0169 0.6500 0.2667 0.0000 0.0000 0.9869 -2.4669 327.0000 33.0000 215.5000 315.0000 51.3120 1.1332 12.1151 -60.4954 35.8985 120.0846 12.5196 104.8374 655.2384 341.4452 34.2720 0.0170 0.3135 0.3813 0.3813 0.0152 0.0252 0.0252 1.3343 0.3813 105.6029 0.7603 0.0101 0.0166 0.0267 0.0000 0.4000 0.2284 1.3338 31.9273 34.4554 21.0181 9.8216 6.4566 1.1099 9.1282 6.3987 51.2871 
